user_id	username	mean_rating
180	EpicTiwi	7.7875
181	DlokiD	8.212765957446809
182	Vissoul	7.561194029850746
183	TyDeMon	8.905172413793103
184	Sertar	7.54978354978355
185	Cnon	5.75
186	shallyd1024	8.254901960784315
187	kreeily	7.875
188	dante671	6.432038834951456
189	Stachu200	9.5
190	kakonoya	8.330188679245284
191	imTorch	7.324022346368715
192	SBTChizaki	8.125
193	AlnB	7.698412698412699
194	Mef-U	7.4148148148148145
195	xXAnnihilatorXx5	7.967741935483871
196	Leandro_Banha	6.726415094339623
197	Inuneko-	7.16205533596838
198	Banklord	6.885714285714286
199	addictedeyes	8.121118012422361
200	Slarkero	6.938480096501809
201	Hydebell	7.403755868544601
202	AngelCastiel	6.853020134228188
203	Mordercapuka	9.428571428571429
204	ggghouls	8.028985507246377
205	Aosim7	8.168067226890756
206	Mazuguy	7.343434343434343
207	Danilo_Dubek	8.288135593220339
208	MyNananimechan12	8.295454545454545
209	DarthPulsar	7.861313868613139
210	Patrickmeerburg	8.727272727272727
211	ElDios	8.661290322580646
212	SilentMischief	10.0
213	MALNick	7.68595041322314
214	Magenkyi97	8.125
215	Xhariel	7.2890625
216	Tommy_Appleseed	8.4
217	Nitsuxx	8.945054945054945
218	Geahn	7.884615384615385
219	Tin-Chi	8.426666666666666
220	Pietrasooo	7.868421052631579
221	Carlontrox	9.6
222	Elych	8.695652173913043
223	NierAutomata	8.066666666666666
224	xMrPure	6.852941176470588
225	Neptexian	8.133802816901408
226	samuel_z97	7.59375
227	daster1324	7.259776536312849
228	Chris993	6.421103581800581
229	kanyy	8.423076923076923
230	Youeii	8.363636363636363
231	SekundesV	9.75
232	Cryptoniac	7.452830188679245
233	Winiary3171	9.11111111111111
234	Kiiruma	8.833333333333334
235	Novatius	7.8
236	LuisRuben11	8.222222222222221
237	Akira_Kun2000	8.346774193548388
238	SupremeGod	9.028708133971293
239	UndiscoveredBum	8.066666666666666
240	oh-saudade-dela	7.934782608695652
241	Japindo	7.839285714285714
242	eroticgrotesque	7.071428571428571
243	lcdtr	7.230088495575221
244	WesterWald15	5.60377358490566
245	Jayacheal	7.083333333333333
246	Kuro_04	6.837398373983739
247	makiseskurisu	7.549019607843137
248	noteriri	8.868686868686869
249	GoldenMaster1017	6.166666666666667
250	Saito_-_	9.035714285714286
251	KyuuRice	7.632124352331606
252	Cedrick456	5.883838383838384
253	inferNXx	8.962121212121213
254	MuadDib42	6.553459119496855
255	Ebdanian	7.664893617021277
256	RafflesHolmes	5.3982683982683985
257	EmisoDesu	7.462686567164179
258	DrEmmettBrown	8.213815789473685
259	Flaown	7.876288659793815
260	Tubbyman	5.263713080168777
261	Inspuck	5.965686274509804
262	Autistilapsi	9.470588235294118
263	Saitamug_06	8.696078431372548
264	Daewooxx	7.414634146341464
265	x_Dark_Knight_x	7.942028985507246
266	Ownagealan	8.863636363636363
267	Starki-sama	8.26086956521739
268	Korosensei0812	7.745019920318725
269	Carveira	8.05050505050505
270	Loerl	7.863636363636363
271	mzdevil	8.846153846153847
272	Suna_Kujira	5.014909478168264
273	StGreg	7.43265306122449
274	Eldoprano	8.049180327868852
275	isaacpark217	8.344827586206897
276	Nicosniaus18	7.533333333333333
277	Myherodeku	6.815217391304348
278	AckLivai	7.587398373983739
279	gustavo760	6.068012752391073
280	SpencerG	8.5
281	wector94	8.172413793103448
282	Popery100	8.35820895522388
283	KnightWhoSayNI	6.836601307189542
284	PRITAM_KoBO	8.060975609756097
285	CinnamonBunEne	7.528985507246377
286	Luzbel1177	8.483490566037736
287	Pedson	7.236363636363636
288	war2j	7.467391304347826
289	Jojo273	8.575757575757576
290	Greavok	7.6
291	arctixmo	7.511904761904762
292	Sbrenfield97	8.128571428571428
293	Bazookila	10.0
294	maher_Salamin	8.071065989847716
295	LeeroyJenkins069	7.8125
296	Stuey23	7.7727272727272725
297	sooew	8.973684210526315
298	John-san	7.01058201058201
299	Rayuxable	8.08695652173913
300	Akahiro	7.43921568627451
301	ShadowBag	7.916666666666667
302	dmm96	7.452830188679245
303	Afriyieau1	7.533333333333333
304	Raluca0215	8.530864197530864
305	_White_	7.673170731707317
306	Jarczenko	8.146341463414634
307	ElderPhobos	7.35632183908046
308	VipinshMehra	9.515384615384615
309	dShango	8.087912087912088
310	Pandalaur	7.75
311	KohakuKen	6.803571428571429
312	EdenWeist	7.055555555555555
313	raither	10.0
314	JohannSenpai	7.744047619047619
315	zombie2215	8.562841530054644
316	cataclysmicTilde	7.061833688699361
317	EliaSVL	8.0
318	sonic27289	8.025925925925925
319	Cooper_350	8.621621621621621
320	Deathwing1306	7.6461538461538465
321	Blide	8.280701754385966
322	holzvvorm	7.75
323	Enraric	6.0881057268722465
324	oldmanswagga	7.755102040816326
325	Kingeyess	7.416666666666667
326	Anomon	8.207792207792208
327	SmhMaria	7.691588785046729
328	Iitku	7.401785714285714
329	MegaMatt	8.728070175438596
330	RubCC	7.851351351351352
331	murillken	6.73404255319149
332	Hongmin03	8.533333333333333
333	DevX21	7.233333333333333
334	NotanElitist69	7.924242424242424
335	Williz94	9.4
336	animejake28	8.89090909090909
337	ARASUTA	9.086124401913876
338	Vaxids	7.1125
339	SantiSenpai	7.681818181818182
340	Day_At_Night	8.96
341	TonyIlRosso	7.6940298507462686
342	Fireblom	7.6858108108108105
343	No0by	7.322033898305085
344	SayoShiro	6.635467980295567
345	Hota-pyon	7.1662971175166295
346	RadenCZ	6.311059907834101
347	frequency15k	4.415372035977105
348	unknown_euphoria	8.144144144144144
349	Dishant000	8.05109489051095
350	FlAss	7.232352941176471
351	aerotat18	7.958333333333333
352	blaubeerpink	7.896551724137931
353	Makropony	7.8059701492537314
354	Grifent	8.105263157894736
355	Allan_99	7.901785714285714
356	ESDEFRANC	8.596491228070175
357	Succesful_Name	8.835616438356164
358	Trikli-kun	7.9801324503311255
359	DMentGirl	7.916666666666667
360	Zannart	7.463768115942029
361	Zesshi_Zetsumei	7.029535864978903
362	X-SiriuS-X	8.42603550295858
363	FrostCat	8.320063694267516
364	Cr3sc3nt	7.6
365	Kitayo	8.195121951219512
366	lolninjacat	7.698324022346369
367	Minerai	8.173076923076923
368	KKaty	8.984848484848484
369	zcaj	6.42023346303502
370	MyLoinsItch	7.863636363636363
371	LeooKun	7.764705882352941
372	roveo	8.870646766169154
373	AhmedTaha	9.285714285714286
374	Bubbb-Hubba	7.933333333333334
375	josh380	8.609120521172638
376	Lumiax	7.391812865497076
377	Sampei98	8.58695652173913
378	TToin	7.5
379	Pixelatedpoop	7.442622950819672
380	blvcky	8.305439330543933
381	Akaiger	8.738317757009346
382	Kaleydoskop	6.078431372549019
383	D3VADD	8.0
384	Rusheya	7.642857142857143
385	KasaiShin	7.666666666666667
386	Hey_Yokuno	8.576923076923077
387	samet_419	8.588888888888889
388	ABRAMKADABRAM	9.0
389	RaphaelC	6.099099099099099
390	Alejandro301	9.333333333333334
391	Inxter	8.326797385620916
392	Hotkeys	7.090909090909091
393	CraziiWolf	7.285714285714286
394	ainz_momonga	7.360655737704918
395	Xander33Rus	6.7057057057057055
396	Eeyore	7.156462585034014
397	Despenrado	7.441558441558442
398	BasiaxzHaru	8.074534161490684
399	Rob-Bot	8.073529411764707
400	AstroGod	9.167567567567568
401	name_lucas	7.994219653179191
402	TheQueenTitania	6.7
403	MomokaLibrary	7.681159420289855
404	Buscat	7.143478260869565
405	Hawaiianplaya	8.146118721461187
406	beber172	7.27151051625239
407	antoniojin	7.277899343544858
408	MaxZ_	9.298245614035087
409	Calamanzy	7.438356164383562
410	Strixify	8.572815533980583
411	novandycool	8.219696969696969
412	Tug4shot97	9.433962264150944
413	TheAHW	7.98051948051948
414	Igns_	7.11
415	Link-Hikary-Sky	6.437881873727088
416	Futu9	9.307692307692308
417	IIPoliII	8.735294117647058
418	Guilhermelezico	7.59375
419	Docinko	6.97196261682243
420	JRVV17	8.141379310344828
421	Rex-Chan	8.23425692695214
422	sadooqy	8.3
423	Mastersafi	7.82484076433121
424	Katame-shiraga	9.082191780821917
425	Anime_Psychopath	7.7317073170731705
426	Holyknight298	9.0
427	Kogamiop	8.034883720930232
428	ElementsPt2	8.049504950495049
429	Salamander012	7.945812807881773
430	VasekVitek	7.698412698412699
431	_byte	8.333333333333334
432	slotelement	7.319444444444445
433	Preator_	8.708029197080291
434	LittleCuteHuman	8.78
435	Khalid_Zero0	7.632390745501286
436	Aimee_Karla	8.816326530612244
437	YoahReg	8.046875
438	tyronnn12	6.846153846153846
439	xNas1	9.166666666666666
440	Calamity06	7.642857142857143
441	Kolpa	7.839285714285714
442	KirigayaKazutoo	10.0
443	peterhong0	8.565217391304348
444	rocketm0b	8.4512987012987
445	Vaalen	7.923076923076923
446	garymc	9.117391304347827
447	PikeL	8.530864197530864
448	GoddessVincenta	6.0964912280701755
449	Exablade	6.165725047080979
450	GiskardRev	8.708333333333334
451	Darkludinonbr666	8.24390243902439
452	Sunelle	7.0
453	Agendra	7.048192771084337
454	AdriKyoya	7.294117647058823
455	Likeddos	8.91304347826087
456	MrNAGAA	9.064516129032258
457	kitronas	8.039325842696629
458	get7001	7.512987012987013
459	fleurdeneige	7.967845659163987
460	Anuk-sama	8.221153846153847
461	Vandreadknight	7.169491525423729
462	kanthorn	7.387755102040816
463	Laevatein63	9.661016949152541
464	coastalboy21	7.27536231884058
465	RolandThsive	8.951640759930916
466	kaszek	8.027397260273972
467	Jagash	8.81132075471698
468	SussyPlayer	7.914285714285715
469	Feather_Prince	8.849557522123893
470	Exilis	7.564885496183206
471	Memor	7.433802816901409
472	Zanador	6.509677419354839
473	sidiusinsidius	7.733870967741935
474	davideberardi	7.580645161290323
475	tlp	8.994285714285715
476	DavidAlejandro	9.802083333333334
477	FructIango	7.911111111111111
478	WhataGodGabi	8.028846153846153
479	martinjonsson01	8.406896551724138
480	Hexonoid	8.04026845637584
481	CoolKidCyrus	8.121212121212121
482	CicciaDeCapre	7.482142857142857
483	Darryl597	9.666666666666666
484	msiNino	8.764705882352942
485	mirkop98	8.330558858501783
486	Wolf3007	9.6
487	h4nzu	7.675324675324675
488	Spacemees	8.26086956521739
489	Jorgecrux9111lol	8.125
490	DoujinMaster	7.195652173913044
491	CoolCove	7.439024390243903
492	Adventice	8.148936170212766
493	zSaiph	7.35064935064935
494	YukinaMAL	7.195744680851064
495	captaind95	7.09375
496	bsoool	8.03125
497	Jabber_J	7.040816326530612
498	Hurai	9.448275862068966
499	McShwick	6.75
500	Ihso	7.2
501	TASICO	9.4
502	FZZF98	7.677165354330708
503	NapLeciaaK	6.766304347826087
504	yanis280302	8.96774193548387
505	Dr2zero	7.281976744186046
506	Wolf_Obese	7.634
507	tumpech	7.338211382113821
508	Astaton	9.11111111111111
509	Frostbytes	6.952879581151833
510	flaminNacho	8.674740484429066
511	bleung1994	8.666666666666666
512	DangoKuhaku	7.826185101580135
513	ltspfan	9.5
514	hellspawn	6.9448990725586475
515	ZzzEz	7.876404494382022
516	Demonflame12	7.254901960784314
517	1999FlOwEr	8.7
518	Jonttu150	7.446351931330472
519	unnmad_redo	8.40677966101695
520	Imeno_No_Awai	7.528735632183908
521	Kyle114	10.0
522	komii_	7.5964912280701755
523	Ashuwh	6.955056179775281
524	Raivisos	6.893203883495145
525	Hito_	7.625454545454545
526	Akatosh-Aedra	7.319648093841642
527	Zokyun	7.7369337979094075
528	ErUs	6.2730923694779115
529	Ashur	5.168533333333333
530	Nikodemsky	6.456140350877193
531	Titiwa	8.5
532	BigAnimeTits	8.84
533	Szfajer	7.846153846153846
534	Paulini	7.18
535	tamoxxlevi	9.583333333333334
536	kRuusT	7.4743589743589745
537	Hoang_Tran	7.75
538	Razan_	7.772277227722772
539	RADASH	8.11875
540	SmoKeK	6.0
541	HandGoons	9.010416666666666
542	YamiToast	5.669064748201439
543	RainbowcartYo	9.625
544	iamdinis	7.8
545	_Bappo_	8.502202643171806
546	DontFindMePlease	8.125
547	LordDF	8.4375
548	ArlexZZCUBE	7.085714285714285
549	masterofbeast	7.346153846153846
550	Ibs	7.650793650793651
551	The_SiL3nC3	8.254437869822485
552	Wambo225	8.27878787878788
553	SmellyAlex	7.231788079470198
554	robin385	7.2639593908629445
555	AkitoYukimura	7.659090909090909
556	Poru_	8.869565217391305
557	Phixie0	7.627906976744186
558	Hypersonic246	6.869565217391305
559	Padawan228	7.111111111111111
560	mariajo97	7.709821428571429
561	DKtraka	7.553719008264463
562	JJMuscleMan	7.443548387096774
563	Deathko	6.262172284644195
564	kmimiumi	8.085972850678733
565	potofresco	5.319327731092437
566	senna889091	9.514285714285714
567	Gr8HornedOwl	7.393700787401575
568	BitesZaDasto	8.738095238095237
569	Bigfoot7171	7.8
570	Zaicol	7.882882882882883
571	Watersoaker2	8.571428571428571
572	renegeizu	8.455114822546973
573	Kayyy	7.483412322274882
574	Androvax	7.920454545454546
575	Kuromi59	6.944162436548224
576	yourevilclone	7.758064516129032
577	ALvahN	7.103448275862069
578	SkinnyBee	7.775401069518717
579	Dlowe	7.642857142857143
580	sleepyralphiee	9.117647058823529
581	Saran2076	7.6
582	sadhentaiman	9.225806451612904
583	Sackyyy	6.854166666666667
584	banana_purin	7.695833333333334
585	NicolasDelMundo	5.245762711864407
586	kenchiku777	7.968253968253968
587	DTME	7.50625
588	jjayrex	7.446009389671362
589	Alejandrooo	7.9
590	xleda	7.656521739130435
591	PhoenixLegend	7.7272727272727275
592	Suzuki-Hoshi	8.264367816091953
593	Zskylen	8.582959641255606
594	Lalaberri	7.613259668508287
595	underunderscore	8.571428571428571
596	GandalfTheBread	8.971014492753623
597	HawkePartII	7.934782608695652
598	WozzyFx	8.173913043478262
599	arata00	8.735955056179776
600	Daromi	7.7593984962406015
601	Hekselka	6.945578231292517
602	Reem94	7.615257048092869
603	Yohaki	8.962264150943396
604	Frostiiiii	7.882352941176471
605	FrozenMonkeyCZ	8.119221411192214
606	chinchancf	7.772357723577236
607	Maelios	7.7227722772277225
608	Tiaum	9.142857142857142
609	Nelvara	8.833333333333334
610	ZenCier	7.005524861878453
611	Lucratix	6.833333333333333
612	yougotspiritkid	7.489583333333333
613	polskisnajper97	8.105960264900663
614	VeryBlack	8.637254901960784
615	DoodleDop420	7.728682170542636
616	SheepMan99	8.62962962962963
617	xSoxar	7.035714285714286
618	atharva619	8.617647058823529
619	grabboy	7.446280991735537
620	Foretaste	7.3949044585987265
621	buddamudda	7.846153846153846
622	MisTerrorysta	8.162735849056604
623	Ronin_101	7.428571428571429
624	Warlomite	7.989583333333333
625	Raccoons_King	8.767241379310345
626	Barklover	8.068607068607069
627	legoguy3017	7.404479578392622
628	Diamant	6.776315789473684
629	Edline	8.16260162601626
630	Toastedklick	7.807017543859649
631	Gabriel_Runager	7.818181818181818
632	Shadowmacko	8.653846153846153
633	DYED	6.109375
634	DarkKnight22	7.111111111111111
635	aboodNSH2	7.315461346633416
636	xeranoth	7.6
637	KarolinaKrawczyk	7.319148936170213
638	saim_____chatha	8.136363636363637
639	MalkonFlex	5.888888888888889
640	ak_47_anthony	8.694610778443113
641	bnnmilkshake	7.923076923076923
642	Barnett	8.018518518518519
643	boticarioacido	9.053125
644	raposo1	7.781065088757397
645	miku_hatsune2900	8.774193548387096
646	iRazor	7.798994974874372
647	UtopianZinc	8.411764705882353
648	Clotakun12	8.630434782608695
649	germanmg	7.770833333333333
650	FNR	8.189274447949527
651	Krajakrist	9.278195488721805
652	Sibitch	7.148471615720524
653	ItzTiiti	10.0
654	Xirai	6.567948717948718
655	drakrytaren	7.7669172932330826
656	9_san_9	9.439024390243903
657	Etherious01	9.0
658	Simon_Vyplel	7.648648648648648
659	Nekorinn	7.100671140939597
660	kaler20	7.7368421052631575
661	NRX22	7.96875
662	psychotic-22	6.851449275362318
663	Anggrek	5.395522388059701
664	xDJDx	8.096774193548388
665	RetNug	9.087628865979381
666	TheJcw15	7.929166666666666
667	Zestia	7.287846481876333
668	Libertado	7.767267267267267
669	kdayplays	8.0
670	Joao_PedroLima	8.272727272727273
671	57_PIXELS	8.75
672	GabrielTusi	6.9523809523809526
673	HvB96	7.861111111111111
674	Rupitenc	7.068965517241379
675	KaptKaladin	8.208333333333334
676	--Yuu--	9.083333333333334
677	Kya	6.870466321243524
678	Victor9A	9.021739130434783
679	Jez_Chap	6.5347043701799485
680	Legion094	7.14985590778098
681	danielV9	7.572192513368984
682	jcalderon7	5.805555555555555
683	brturner34	6.762626262626263
684	Tonfa	6.470790378006873
685	TrashGoblin420	7.439024390243903
686	wataten	6.875
687	SpoopyMcSpoops	7.931034482758621
688	mawago_lul	8.12
689	TrueLolicon	8.933333333333334
690	sashotso	7.3283582089552235
691	Zane18	7.959016393442623
692	Stagprince5	6.880952380952381
693	idk-maybe-colby	8.228571428571428
694	Pincone32	8.777777777777779
695	Blumat	8.180327868852459
696	Mauri_Rmz182	7.597222222222222
697	nomansdream	8.371794871794872
698	Dennetti_	7.852300242130751
699	ninjaknivers	9.666666666666666
700	spoik12	7.658536585365853
701	Saad_Imam	8.089403973509933
702	DaikyAomine96	6.932
703	DomG26	7.526717557251908
704	Swirux	8.183035714285714
705	Marimomo98	7.333333333333333
706	Rielus7	6.531428571428571
707	Kurwer	7.102564102564102
708	Redpanda24	8.633333333333333
709	cinnacate_	7.990566037735849
710	NyxFontana	7.427184466019417
711	HellVenom	9.333333333333334
712	winterkouhai	8.217391304347826
713	cookie_bom	8.036363636363637
714	Fhexxo	8.125
715	Sir_Medis	8.086274509803921
716	Estevao1221	7.826086956521739
717	_Moon_Fox_	7.684782608695652
718	Olli_Saix	7.705882352941177
719	Dark_D_Pratzz	8.76923076923077
720	ionvop	8.32
721	king_of_rice	8.318181818181818
722	Garnet-san	7.125748502994012
723	bNs1337	8.108695652173912
724	Padiddle	7.684931506849315
725	MidnightSunset25	9.066666666666666
726	GodCarlos	7.2
727	fly_high	6.573692551505546
728	witchwood	6.756363636363637
729	biumbe	9.428571428571429
730	aconiit	7.168224299065421
731	StonedShaggy	8.0
732	jaddk29	7.857142857142857
733	Elliocik	7.870967741935484
734	LilBromeo	7.055555555555555
735	SrBiscuit	7.531746031746032
736	animemiku	7.8344370860927155
737	Seunlanlege	8.74
738	HKP	7.479495268138801
739	RutenioG	6.0
740	Akhentan	7.770742358078603
741	PrechtAsa	8.21875
742	Bannynino	6.95945945945946
743	zLolouch	7.10371819960861
744	KkenKenned	10.0
745	H-I-U	9.545454545454545
746	Dudley4ever	8.024390243902438
747	Elektron_12	8.0
748	BlakeArmstrong	8.587301587301587
749	xauu	8.755434782608695
750	Pab10Red	7.033639143730887
751	XBX	7.632352941176471
752	THE7RUEMEX_1245	9.055555555555555
753	wkingofangmar	8.674242424242424
754	TenjinKami	7.733668341708543
755	alg1st	8.705128205128204
756	YepThatsMe	7.590163934426229
757	Wolfull	9.130434782608695
758	DEMSking99	6.9102803738317755
759	yardar	7.416666666666667
760	_princezuk0	6.921568627450981
761	Josf	8.32258064516129
762	iStreamyz	6.86
763	Scaneronline	9.92
764	GokuGok	7.073770491803279
765	Rigardo77	7.511811023622047
766	cuteisanarchy	6.321808510638298
767	Tuurke	8.166666666666666
768	Hijikata45	7.826923076923077
769	battletortiose	7.363636363636363
770	allan_17	8.625
771	Daniel1269	8.256410256410257
772	Lawrd_Spaghetti	7.702439024390244
773	Son__Hak	8.225663716814159
774	Shinigami_27	8.119521912350598
775	pandasbd27	7.2602150537634405
776	raffwinr	7.537549407114624
777	Nurilmachoes	8.0
778	Manuelsh	9.365384615384615
779	Meex_sk	8.65
780	rockstar001	8.21951219512195
781	149597871	4.111801242236025
782	Naayla	8.181818181818182
783	Alfesio	8.126582278481013
784	sickzee	5.955947136563877
785	victim2077	9.40625
786	onlun799	7.93010752688172
787	TimidSquid	7.194078947368421
788	aqpatt	6.141414141414141
789	imnotamoocow	6.070422535211268
790	Myrok	8.774193548387096
791	xfactorcoolio	8.686567164179104
792	ImPelliz	8.010948905109489
793	Citrous	8.130044843049328
794	Komplize	6.829896907216495
795	Ikih	7.364532019704433
796	JustNymph	7.863013698630137
797	silvermoc	5.27013251783894
798	Evangrel	7.563583815028902
799	sunflowerplanet	7.1373390557939915
800	EnemyStando	7.395348837209302
801	Jaku_Oni	6.851063829787234
802	Jason_Drake	9.75
803	NickDen	5.09375
804	CrashD25	8.53623188405797
805	Lokipu	9.78125
806	SarcasmMan	8.402439024390244
807	Khaikun	7.253846153846154
808	crucendio	8.059701492537313
809	Kuroro77	7.893048128342246
810	animedude1287	6.414568345323741
811	freemigu	8.318840579710145
812	supersmashness	7.04367816091954
813	Monta93	9.8875
814	Scace	7.138297872340425
815	yzkzj123	7.945355191256831
816	DeasDiastroma	7.336898395721925
817	Harha	7.797297297297297
818	XeMonsterHunter	8.68421052631579
819	dawdon	8.346153846153847
820	Juve_Felix	8.4375
821	erenlamperouge	7.4
822	Jjjjulien12	8.0
823	xdmenXD	8.195238095238095
824	Pikesito	7.550724637681159
825	Choke_Me_Zaddy	7.743859649122807
826	TheFallenAngel40	7.686015831134565
827	Worldtaxe14	9.333333333333334
828	kurumi4ever	7.857976653696498
829	Ethicalkurisu	8.18266253869969
830	Brati	5.638961038961039
831	MasterJSC	7.476190476190476
832	charizard75	7.964601769911504
833	Enky	9.181818181818182
834	LolaBunny123	7.735294117647059
835	Akage_san	6.993814432989691
836	FMmatron	6.047430830039525
837	Mpolo98	7.6279863481228665
838	DoubleR	7.5636363636363635
839	AnakinSky	5.299145299145299
840	kerororin	5.9818181818181815
841	justasadguy	8.925
842	VitorH76	7.131868131868132
843	Abu-da7m	8.894736842105264
844	HaoPendragon	9.013698630136986
845	ImKheng	6.964187327823692
846	koalaa	5.617088607594937
847	Sassymacha	6.490990990990991
848	jbsama	7.95
849	Drakaria08	7.271334792122539
850	Shawdow	5.4963503649635035
851	haseulies	7.304347826086956
852	42persons	7.1875
853	John_Pineapple	10.0
854	Sir_solrac	7.409090909090909
